Date,Model,Learning Rate,Batch_Size,Epoch,Alpha,noise_ratio,Train_Accuracy,Test_Accuracy,Precision_True,Precision_Fake,Recall_True,Recall_Fake,F1_Score_True,F1_Score_Fake,f1_macro,f1_micro,f1_weighted,AUC
Sun Jan 17 01:09:13 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,1,3,0.99,1,0.7819225192070007,0.6549413735343383,0.6566265060240963,0.6464646464646465,0.9033149171270718,0.2723404255319149,0.7604651162790697,0.38323353293413176,0.6549413735343383,0.6119736219975614,0.5878276713294933,0.5718493246066008
Sun Jan 17 01:28:58 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.99,1,0.7642857432365417,0.6666666666666666,0.6546489563567363,0.7571428571428571,0.9530386740331491,0.225531914893617,0.7761529808773903,0.34754098360655733,0.6666666666666666,0.607436365536275,0.5892852944633831,0.5618469822419738
Sun Jan 17 01:53:14 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.8,1,0.7857142686843872,0.6482412060301508,0.6719457013574661,0.5806451612903226,0.8204419889502762,0.3829787234042553,0.7388059701492538,0.46153846153846156,0.6482412060301508,0.6296638185185399,0.6017103561772658,0.6001722158438576
Sun Jan 17 02:12:06 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.75,1,0.8266666531562805,0.6582914572864321,0.6717391304347826,0.6131386861313869,0.8535911602209945,0.3574468085106383,0.7518248175182481,0.4516129032258065,0.6582914572864321,0.6336509484081579,0.6055189843658164,0.6017188603720274
Sun Jan 17 22:25:39 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.753,1,0.8430952429771423,0.6800670016750419,0.728,0.5990990990990991,0.7541436464088398,0.5659574468085107,0.7408412483039348,0.5820568927789935,0.6800670016750419,0.6783381937840668,0.6600505466086752,0.6614490705414642
Sun Jan 17 22:53:34 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.753,1,0.8280952572822571,0.6633165829145728,0.6613226452905812,0.673469387755102,0.9116022099447514,0.28085106382978725,0.7665505226480837,0.39639639639639634,0.6633165829145728,0.6208449620632487,0.5962266368872693,0.5814734595222399
Sun Jan 17 23:18:46 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.753,1,0.7930952310562134,0.6515912897822446,0.6604166666666667,0.6153846153846154,0.8756906077348067,0.30638297872340425,0.7529691211401426,0.4090909090909091,0.6515912897822446,0.617606675861131,0.5910367932291054,0.5810300151155259
Sun Jan 17 23:40:34 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.7,1,0.8271428346633911,0.6716917922948074,0.6985645933014354,0.6089385474860335,0.8066298342541437,0.46382978723404256,0.7487179487179487,0.5265700483091788,0.6716917922948074,0.6612727952907109,0.6352298107440931,0.6376439985135638
Mon Jan 18 00:02:35 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.65,1,0.8404762148857117,0.6415410385259631,0.7642857142857142,0.5331230283911672,0.5911602209944752,0.7191489361702128,0.6666666666666667,0.6123188405797102,0.6415410385259631,0.6452734687932417,0.6551545785823439,0.6394927536231885
Mon Jan 18 00:29:06 2021,MT_BERT_distilbert-base-uncased_Teacher,2e-05,8,3,0.65,1,0.8450000286102295,0.678391959798995,0.6914414414414415,0.6405228758169934,0.8480662983425414,0.41702127659574467,0.7617866004962779,0.5051546391752577,0.678391959798995,0.6607673192392599,0.6325437874691431,0.6334706198357678
